Gen,No.,Pokémon,Biome,Excluded,Time,Weather,Context,Preset,Requirements,Bucket,Weight,Lv. Min,Lv. Max,canSeeSky,Hitbox W,Hitbox H,Hitbox Fixed
7,766,Passimian,Jungle,,any,any,grounded,"Natural, Treetop",light ≥8,rare,5.2,35,66,,1.15,1.3,FALSE
7,767,Wimpod,Coast,,any,any,grounded,"Natural, Wild",light ≥8,uncommon,8.4,1,23,,0.8,0.4,FALSE
7,767,Wimpod,Tropical Island,,any,any,grounded,"Natural, Wild",near Water; light ≥8,uncommon,8.4,1,23,,0.8,0.4,FALSE
7,767,Wimpod,Overworld,Deep Dark,any,any,grounded,Natural,near Water; Y ≤0; light ≤7,uncommon,5.04,1,23,,0.8,0.4,FALSE
7,767,Wimpod,Overworld,Deep Dark,any,any,seafloor,Water,Y ≤0; light ≤7,uncommon,5.04,1,23,,0.8,0.4,FALSE
7,767,Wimpod,Coast,,any,any,fishing,,,uncommon,8.4,1,23,TRUE,0.8,0.4,FALSE
7,767,Wimpod,Tropical Island,,any,any,fishing,,,uncommon,8.4,1,23,TRUE,0.8,0.4,FALSE
7,767,Wimpod,Coast,,any,any,fishing,,fishing: lure 1; ×0.6,common,9,1,23,TRUE,0.8,0.4,FALSE
7,767,Wimpod,Tropical Island,,any,any,fishing,,fishing: lure 1; ×0.6,common,9,1,23,TRUE,0.8,0.4,FALSE
7,767,Wimpod,Overworld,Deep Dark,any,any,fishing,,light ≤7; ×0.6,common,9,1,23,,0.8,0.4,FALSE
7,767,Wimpod,Coast,,any,any,fishing,,light ≥8,uncommon,8.4,1,23,FALSE,0.8,0.4,FALSE
7,767,Wimpod,Tropical Island,,any,any,fishing,,light ≥8,uncommon,8.4,1,23,FALSE,0.8,0.4,FALSE
7,767,Wimpod,Coast,,any,any,fishing,,light ≥8; fishing: lure 1; ×0.6,common,9,1,23,FALSE,0.8,0.4,FALSE
7,767,Wimpod,Tropical Island,,any,any,fishing,,light ≥8; fishing: lure 1; ×0.6,common,9,1,23,FALSE,0.8,0.4,FALSE
7,768,Golisopod,Coast,,any,any,grounded,"Natural, Wild",light ≥8,uncommon,1.6,30,53,,1.5,2.9,FALSE
7,768,Golisopod,Tropical Island,,any,any,grounded,"Natural, Wild",near Water; light ≥8,uncommon,1.6,30,53,,1.5,2.9,FALSE
7,768,Golisopod,Overworld,Deep Dark,any,any,grounded,Natural,near Water; Y ≤0; light ≤7,uncommon,0.96,30,53,,1.5,2.9,FALSE
7,768,Golisopod,Overworld,Deep Dark,any,any,seafloor,Water,Y ≤0; light ≤7,uncommon,0.96,30,53,,1.5,2.9,FALSE
7,768,Golisopod,Coast,,any,any,fishing,,,uncommon,1.6,30,53,TRUE,1.5,2.9,FALSE
7,768,Golisopod,Tropical Island,,any,any,fishing,,,uncommon,1.6,30,53,TRUE,1.5,2.9,FALSE
7,768,Golisopod,Coast,,any,any,fishing,,fishing: lure 1; ×0.6,common,1,30,53,TRUE,1.5,2.9,FALSE
7,768,Golisopod,Tropical Island,,any,any,fishing,,fishing: lure 1; ×0.6,common,1,30,53,TRUE,1.5,2.9,FALSE
7,768,Golisopod,Overworld,Deep Dark,any,any,fishing,,light ≤7; ×0.6,common,1,30,53,,1.5,2.9,FALSE
7,768,Golisopod,Coast,,any,any,fishing,,light ≥8,uncommon,1.6,30,53,FALSE,1.5,2.9,FALSE
7,768,Golisopod,Tropical Island,,any,any,fishing,,light ≥8,uncommon,1.6,30,53,FALSE,1.5,2.9,FALSE
7,768,Golisopod,Coast,,any,any,fishing,,light ≥8; fishing: lure 1; ×0.6,common,1,30,53,FALSE,1.5,2.9,FALSE
7,768,Golisopod,Tropical Island,,any,any,fishing,,light ≥8; fishing: lure 1; ×0.6,common,1,30,53,FALSE,1.5,2.9,FALSE
7,769,Sandygast,Beach,Freezing,any,any,grounded,,light ≥8; ×1.5 night,common,1.8,7,32,,0.9,0.9,FALSE
7,770,Palossand,Beach,Freezing,any,any,grounded,,light ≥8; ×1.5 night,common,0.2,42,48,,1.6,1.55,FALSE
7,771,Pyukumuku,Beach,,any,any,grounded,Natural,light ≥8,uncommon,6,16,41,,0.75,0.6,FALSE
7,771,Pyukumuku,Ocean,"Frozen Ocean, Warm Ocean",any,any,seafloor,Water,Y ≥48,common,2,16,41,TRUE,0.75,0.6,FALSE
7,771,Pyukumuku,Warm Ocean,,any,any,seafloor,Water,,common,10,16,41,TRUE,0.75,0.6,FALSE
7,771,Pyukumuku,Beach,"Frozen Ocean, Warm Ocean",any,any,fishing,,×3; ×5,common,2,16,41,TRUE,0.75,0.6,FALSE
7,771,Pyukumuku,Ocean,"Frozen Ocean, Warm Ocean",any,any,fishing,,×3; ×5,common,2,16,41,TRUE,0.75,0.6,FALSE
7,771,Pyukumuku,Warm Ocean,,any,any,fishing,,,common,10,16,41,TRUE,0.75,0.6,FALSE
7,771,Pyukumuku,Beach,"Frozen Ocean, Warm Ocean",any,any,fishing,,light ≥8; ×3; ×5,common,2,16,41,FALSE,0.75,0.6,FALSE
7,771,Pyukumuku,Ocean,"Frozen Ocean, Warm Ocean",any,any,fishing,,light ≥8; ×3; ×5,common,2,16,41,FALSE,0.75,0.6,FALSE
7,771,Pyukumuku,Warm Ocean,,any,any,fishing,,light ≥8,common,10,16,41,FALSE,0.75,0.6,FALSE
7,774,Minior Red Meteor (Meteor),Overworld,,day,any,grounded,Natural,,rare,9,20,30,TRUE,1,1,FALSE
7,774,Minior Red Meteor (Core Red),Hills,,night,any,grounded,Natural,,uncommon,5,20,30,TRUE,1,1,FALSE
7,774,Minior Red Meteor (Core Orange),Savanna,,night,any,grounded,Natural,,uncommon,5,20,30,TRUE,1,1,FALSE
7,774,Minior Red Meteor (Core Yellow),Plains,,night,any,grounded,Natural,,uncommon,5,20,30,TRUE,1,1,FALSE
7,774,Minior Red Meteor (Core Green),Jungle,,night,any,grounded,Natural,,uncommon,5,20,30,TRUE,1,1,FALSE
7,774,Minior Red Meteor (Core Blue),Freshwater,,night,any,grounded,Natural,,uncommon,5,20,30,TRUE,1,1,FALSE
7,774,Minior Red Meteor (Core Indigo),Cold,,night,any,grounded,Natural,,uncommon,5,20,30,TRUE,1,1,FALSE
7,774,Minior Red Meteor (Core Violet),Mountain,,night,any,grounded,Natural,,uncommon,5,20,30,TRUE,1,1,FALSE
7,775,Komala,Skyroot Forest,,any,any,grounded,"Natural, Foliage, Treetop, Wild",light ≥8,common,6,23,48,,0.7,1,FALSE
7,775,Komala,Skyroot Woodland,,any,any,grounded,"Natural, Foliage, Treetop, Wild",light ≥8,common,6,23,48,,0.7,1,FALSE
7,775,Komala,Savanna,,any,any,grounded,"Natural, Foliage, Treetop, Wild",light ≥8,common,6,23,48,,0.7,1,FALSE
7,776,Turtonator,Nether Basalt,,any,any,grounded,"Natural, Wild",,uncommon,10,24,49,,2.2,3.1,FALSE
7,777,Togedemaru,Hills,,any,any,grounded,"Natural, Wild",light ≥8; ×5 thunder,uncommon,10,19,44,,0.5,1,FALSE
7,778,Mimikyu Disguised,Spooky,,night,any,grounded,Natural,,rare,10,23,48,,0.7,1,FALSE
7,778,Mimikyu Disguised,Overworld,,any,any,grounded,Mansion,,uncommon,10,23,48,FALSE,0.7,1,FALSE
7,779,Bruxish,Warm Ocean,,any,any,submerged,Water,,uncommon,10,23,48,TRUE,1,1.2,FALSE
7,779,Bruxish,Warm Ocean,,any,any,fishing,,,uncommon,10,23,48,TRUE,1,1.2,FALSE
7,779,Bruxish,Warm Ocean,,any,any,fishing,,fishing: lure 1; ×0.6,common,10,23,48,TRUE,1,1.2,FALSE
7,779,Bruxish,Warm Ocean,,any,any,submerged,Water,light ≥8,uncommon,10,23,48,FALSE,1,1.2,FALSE
7,779,Bruxish,Warm Ocean,,any,any,fishing,,light ≥8,uncommon,10,23,48,FALSE,1,1.2,FALSE
7,779,Bruxish,Warm Ocean,,any,any,fishing,,light ≥8; fishing: lure 1; ×0.6,common,10,23,48,FALSE,1,1.2,FALSE
7,780,Drampa,Peak,,any,any,grounded,"Natural, Wild",Y ≥190; light ≥8,uncommon,10,24,49,,3,2.85,FALSE
7,780,Drampa,Sky,,any,any,grounded,"Natural, Wild",Y ≥190; light ≥8,uncommon,10,24,49,,3,2.85,FALSE
7,781,Dhelmise,Ocean,,any,any,submerged,Water,at: Shipwreck,common,10,27,52,TRUE,2.5,4,FALSE
7,781,Dhelmise,Ocean,,any,any,fishing,,at: Shipwreck,common,10,27,52,TRUE,2.5,4,FALSE
7,781,Dhelmise,Ocean,,any,any,fishing,,,rare,6,27,52,TRUE,2.5,4,FALSE
7,781,Dhelmise,Ocean,,any,any,submerged,Water,light ≥8; at: Shipwreck,common,10,27,52,FALSE,2.5,4,FALSE
7,781,Dhelmise,Ocean,,any,any,fishing,,light ≥8; at: Shipwreck,common,10,27,52,FALSE,2.5,4,FALSE
7,781,Dhelmise,Ocean,,any,any,fishing,,light ≥8,rare,6,27,52,FALSE,2.5,4,FALSE
7,781,Dhelmise,Ocean,,any,any,submerged,Water,Y -60..13; at: Shipwreck Cove,common,20,27,52,,2.5,4,FALSE
7,781,Dhelmise,Ocean,,any,any,fishing,,Y -60..13; at: Shipwreck Cove,common,20,27,52,,2.5,4,FALSE
7,782,Jangmo O,Jungle,,any,any,grounded,"Natural, Wild",Y ≥0,ultra-rare,6,5,30,,0.75,1.2,FALSE
7,782,Jangmo O,Tropical Island,,any,any,grounded,"Natural, Wild",Y ≥0,rare,7.5,5,30,,0.75,1.2,FALSE
7,783,Hakamo O,Jungle,,any,any,grounded,"Natural, Wild",Y ≥0,ultra-rare,3.6,35,42,,1.1,1.85,FALSE
7,783,Hakamo O,Tropical Island,,any,any,grounded,"Natural, Wild",Y ≥0,rare,2.25,35,42,,1.1,1.85,FALSE
7,784,Kommo O,Jungle,,any,any,grounded,"Natural, Wild",Y ≥0,ultra-rare,0.4,45,60,,2.2,3.35,FALSE
7,784,Kommo O,Tropical Island,,any,any,grounded,"Natural, Wild",Y ≥0,rare,0.25,45,60,,2.2,3.35,FALSE
7,785,Tapu Koko,Savanna,,any,any,grounded,Natural,,ultra-rare,1,50,70,TRUE,1,1,FALSE
7,785,Tapu Koko,Jungle,,any,any,grounded,Natural,,ultra-rare,1,50,70,TRUE,1,1,FALSE
7,786,Tapu Lele,Floral,,any,any,grounded,Natural,,ultra-rare,1,50,70,TRUE,1,1,FALSE
7,786,Tapu Lele,Beach,,any,any,grounded,Natural,,ultra-rare,1,50,70,TRUE,1,1,FALSE
7,787,Tapu Bulu,River,,any,any,grounded,Natural,,ultra-rare,1,50,70,TRUE,1,1,FALSE
7,787,Tapu Bulu,Jungle,,any,any,grounded,Natural,,ultra-rare,1,50,70,TRUE,1,1,FALSE
7,788,Tapu Fini,River,,any,any,grounded,Natural,,ultra-rare,1,50,70,TRUE,1,1,FALSE
7,788,Tapu Fini,Beach,,any,any,grounded,Natural,,ultra-rare,1,50,70,TRUE,1,1,FALSE
7,789,Cosmog,End,,any,any,grounded,Natural,,ultra-rare,1,28,42,,1.1,0.8,FALSE
7,790,Cosmoem,End,,any,any,grounded,Natural,,ultra-rare,0.5,44,52,,0.9,1,FALSE
7,791,Solgaleo,Savanna,,day,any,grounded,,,ultra-rare,0.5,70,70,TRUE,2.2,4.4,FALSE
7,791,Solgaleo,End,,any,any,grounded,,,ultra-rare,0.4,70,70,,2.2,4.4,FALSE
7,792,Lunala,Spooky,,night,any,grounded,,,ultra-rare,0.2,70,70,TRUE,4,5,FALSE
7,792,Lunala,End,,any,any,grounded,,,ultra-rare,0.4,70,70,,4,5,FALSE
7,793,Nihilego,Ocean,,any,any,submerged,Water,,ultra-rare,2,60,78,,1,4.4,FALSE
7,794,Buzzwole,Jungle,,any,any,grounded,,,ultra-rare,0.5,60,70,TRUE,1.8,3,FALSE
7,795,Pheromosa,Blooming Valley,,any,any,grounded,Natural,,ultra-rare,0.5,55,65,TRUE,1.2,2,FALSE
7,795,Pheromosa,Steppe,,any,any,grounded,Natural,,ultra-rare,0.5,55,65,TRUE,1.2,2,FALSE
7,795,Pheromosa,White Cliffs,,any,any,grounded,Natural,,ultra-rare,0.5,55,65,TRUE,1.2,2,FALSE
7,795,Pheromosa,End,,any,any,grounded,,,ultra-rare,1,55,65,,1.2,2,FALSE
7,796,Xurkitree,End,,any,any,grounded,,,ultra-rare,1.5,58,72,,2,4.5,FALSE
7,797,Celesteela,End,,any,any,grounded,,,ultra-rare,0.4,65,80,,3,6.8,FALSE
7,798,Kartana,Cherry Grove,,any,any,grounded,,,ultra-rare,0.4,55,70,TRUE,0.75,1.25,FALSE
7,799,Guzzlord,End,,any,any,grounded,,,ultra-rare,0.1,70,75,,10,11,FALSE
7,800,Necrozma,End,,any,any,grounded,Natural,,ultra-rare,0.5,70,75,,2.2,4.8,FALSE
7,801,Magearna,Taiga,,any,any,grounded,,,ultra-rare,2,50,70,TRUE,1.2,2.5,FALSE
7,801,Magearna (Original),Taiga,,any,any,grounded,,,ultra-rare,0.4,70,85,TRUE,1.2,2.5,FALSE
7,802,Marshadow,Deep Dark,,any,any,grounded,,,ultra-rare,2.1,45,68,FALSE,1,1,FALSE
7,803,Poipole,End,,any,any,grounded,,at: Dawn Tower/Dusk Tower,ultra-rare,1.5,40,40,,0.7,1.4,FALSE
7,804,Naganadel,End,,any,any,grounded,Natural,,ultra-rare,0.5,48,62,,1.2,4,FALSE
7,805,Stakataka,Deep Dark,,any,any,grounded,Natural,,ultra-rare,4,60,72,,3.7,5.6,FALSE
7,806,Blacephalon,Spooky,,any,any,grounded,,,ultra-rare,3.5,55,62,TRUE,2,5.6,FALSE
7,807,Zeraora,Badlands,,any,any,grounded,Natural,,ultra-rare,1,45,85,TRUE,0.7,2.3,FALSE
7,807,Zeraora,Forest,,any,any,grounded,Natural,,ultra-rare,1,45,85,TRUE,0.7,2.3,FALSE
7,808,Meltan,Overworld,,any,any,grounded,,near Iron Block,ultra-rare,5,38,48,TRUE,0.4,0.8,FALSE
7,808,Meltan,Beach,,any,any,grounded,,,ultra-rare,2,38,52,,0.4,0.8,FALSE
8,810,Grookey,Jungle,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,6,5,31,,0.8,1,FALSE
8,810,Grookey,Tropical Island,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,6,5,31,,0.8,1,FALSE
8,811,Thwackey,Jungle,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,3.6,16,42,,0.85,1.65,FALSE
8,811,Thwackey,Tropical Island,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,3.6,16,42,,0.85,1.65,FALSE
8,812,Rillaboom,Jungle,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,0.4,35,53,,0.7,2.3,FALSE
8,812,Rillaboom,Tropical Island,,any,any,grounded,"Natural, Treetop",light ≥8,ultra-rare,0.4,35,53,,0.7,2.3,FALSE
8,813,Scorbunny,Grassland,,any,any,grounded,Natural,light ≥8,ultra-rare,6,5,31,,0.7,1.3,FALSE
8,813,Scorbunny,Skyroot Grove,,any,any,grounded,Natural,light ≥8,ultra-rare,6,5,31,,0.7,1.3,FALSE
8,813,Scorbunny,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,ultra-rare,6,5,31,,0.7,1.3,FALSE
8,814,Raboot,Grassland,,any,any,grounded,Natural,light ≥8,ultra-rare,3.6,16,42,,0.5,1.6,FALSE
8,814,Raboot,Skyroot Grove,,any,any,grounded,Natural,light ≥8,ultra-rare,3.6,16,42,,0.5,1.6,FALSE
8,814,Raboot,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,ultra-rare,3.6,16,42,,0.5,1.6,FALSE
8,815,Cinderace,Grassland,,any,any,grounded,Natural,light ≥8,ultra-rare,0.4,35,53,,0.9,3,FALSE
8,815,Cinderace,Skyroot Grove,,any,any,grounded,Natural,light ≥8,ultra-rare,0.4,35,53,,0.9,3,FALSE
8,815,Cinderace,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,ultra-rare,0.4,35,53,,0.9,3,FALSE
8,816,Sobble,Swamp,,any,any,grounded,Natural,light ≥8,ultra-rare,6,5,31,,0.9,1.05,FALSE
8,816,Sobble,Jungle,,any,any,grounded,Natural,near Water; light ≥8,ultra-rare,6,5,31,,0.9,1.05,FALSE
8,816,Sobble,Jungle,,any,any,submerged,Water,,ultra-rare,6,5,31,TRUE,0.9,1.05,FALSE
8,816,Sobble,Swamp,,any,any,submerged,Water,,ultra-rare,6,5,31,TRUE,0.9,1.05,FALSE
8,816,Sobble,Forest,,any,any,fishing,,,ultra-rare,6,5,31,TRUE,0.9,1.05,FALSE
8,816,Sobble,Jungle,,any,any,fishing,,,ultra-rare,6,5,31,TRUE,0.9,1.05,FALSE
8,816,Sobble,Swamp,,any,any,fishing,,,ultra-rare,6,5,31,TRUE,0.9,1.05,FALSE
8,817,Drizzile,Swamp,,any,any,grounded,Natural,light ≥8,ultra-rare,3.6,16,42,,0.95,1.45,FALSE
8,817,Drizzile,Jungle,,any,any,grounded,Natural,near Water; light ≥8,ultra-rare,3.6,16,42,,0.95,1.45,FALSE
8,817,Drizzile,Jungle,,any,any,submerged,Water,,ultra-rare,3.6,16,42,TRUE,0.95,1.45,FALSE
8,817,Drizzile,Swamp,,any,any,submerged,Water,,ultra-rare,3.6,16,42,TRUE,0.95,1.45,FALSE
8,817,Drizzile,Forest,,any,any,fishing,,,ultra-rare,3.6,16,42,TRUE,0.95,1.45,FALSE
8,817,Drizzile,Jungle,,any,any,fishing,,,ultra-rare,3.6,16,42,TRUE,0.95,1.45,FALSE
8,817,Drizzile,Swamp,,any,any,fishing,,,ultra-rare,3.6,16,42,TRUE,0.95,1.45,FALSE
8,818,Inteleon,Swamp,,any,any,grounded,Natural,light ≥8,ultra-rare,0.4,35,53,,0.8,2.85,FALSE
8,818,Inteleon,Jungle,,any,any,grounded,Natural,near Water; light ≥8,ultra-rare,0.4,35,53,,0.8,2.85,FALSE
8,818,Inteleon,Jungle,,any,any,submerged,Water,,ultra-rare,0.4,35,53,TRUE,0.8,2.85,FALSE
8,818,Inteleon,Swamp,,any,any,submerged,Water,,ultra-rare,0.4,35,53,TRUE,0.8,2.85,FALSE
8,818,Inteleon,Forest,,any,any,fishing,,,ultra-rare,0.4,35,53,TRUE,0.8,2.85,FALSE
8,818,Inteleon,Jungle,,any,any,fishing,,,ultra-rare,0.4,35,53,TRUE,0.8,2.85,FALSE
8,818,Inteleon,Swamp,,any,any,fishing,,,ultra-rare,0.4,35,53,TRUE,0.8,2.85,FALSE
8,819,Skwovet,Forest,,any,any,grounded,"Natural, Treetop",light ≥8,common,9,3,28,,1.15,1.25,FALSE
8,819,Skwovet,Taiga,,any,any,grounded,"Natural, Treetop",light ≥8,common,9,3,28,,1.15,1.25,FALSE
8,820,Greedent,Forest,,any,any,grounded,"Natural, Treetop",light ≥8,common,1,24,46,,1.25,1.35,FALSE
8,820,Greedent,Taiga,,any,any,grounded,"Natural, Treetop",light ≥8,common,1,24,46,,1.25,1.35,FALSE
8,821,Rookidee,Hills,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,9,1,25,,0.5,0.6,FALSE
8,821,Rookidee,Sky,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,9,1,25,,0.5,0.6,FALSE
8,821,Rookidee,Spooky,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,9,1,25,,0.5,0.6,FALSE
8,821,Rookidee,Taiga,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,9,1,25,,0.5,0.6,FALSE
8,822,Corvisquire,Hills,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,0.9,18,37,,0.65,1.1,FALSE
8,822,Corvisquire,Sky,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,0.9,18,37,,0.65,1.1,FALSE
8,822,Corvisquire,Spooky,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,0.9,18,37,,0.65,1.1,FALSE
8,822,Corvisquire,Taiga,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,0.9,18,37,,0.65,1.1,FALSE
8,823,Corviknight,Hills,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,0.1,38,50,,2,4.4,FALSE
8,823,Corviknight,Sky,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,0.1,38,50,,2,4.4,FALSE
8,823,Corviknight,Spooky,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,0.1,38,50,,2,4.4,FALSE
8,823,Corviknight,Taiga,Arid,day,any,grounded,"Natural, Treetop",light ≥8,common,0.1,38,50,,2,4.4,FALSE
8,824,Blipbug,Forest,Spooky,any,any,grounded,"Natural, Treetop",,common,6,2,9,TRUE,0.5,0.4,FALSE
8,824,Blipbug,Plains,,any,any,grounded,"Natural, Foliage, Treetop",,common,3,2,9,TRUE,0.5,0.4,FALSE
8,825,Dottler,Forest,Spooky,any,any,grounded,"Natural, Treetop",,uncommon,3,11,29,TRUE,0.8,0.8,FALSE
8,825,Dottler,Plains,,any,any,grounded,"Natural, Foliage, Treetop",,uncommon,1.4,12,28,TRUE,0.8,0.8,FALSE
8,826,Orbeetle,Plains,Spooky,any,any,grounded,Natural,,rare,1,32,47,TRUE,0.78,0.75,FALSE
8,827,Nickit,Forest,,night,any,grounded,Natural,,common,1.8,1,25,,0.9,1.1,FALSE
8,827,Nickit,Plains,,night,any,grounded,Natural,,uncommon,8.4,1,25,,0.9,1.1,FALSE
8,827,Nickit,Taiga,,night,any,grounded,Natural,,uncommon,8.4,1,25,,0.9,1.1,FALSE
8,828,Thievul,Forest,,night,any,grounded,Natural,,common,0.2,18,46,,1.2,2,FALSE
8,828,Thievul,Plains,,night,any,grounded,Natural,,uncommon,1.6,18,46,,1.2,2,FALSE
8,828,Thievul,Taiga,,night,any,grounded,Natural,,uncommon,1.6,18,46,,1.2,2,FALSE
8,829,Gossifleur,Floral,,any,clear,grounded,Natural,light ≥8; ×0.25 night,common,9,1,25,,0.7,1.5,FALSE
8,829,Gossifleur,Skyroot Grove,,any,any,grounded,Natural,light ≥8,common,9,1,25,,0.7,1.5,FALSE
8,829,Gossifleur,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,common,9,1,25,,0.7,1.5,FALSE
8,829,Gossifleur,Floral Meadow,,any,clear,grounded,,×0.25 night,common,9,1,25,,0.7,1.5,FALSE
8,830,Eldegoss,Floral,,any,clear,grounded,Natural,light ≥8; ×0.25 night,common,1,20,46,,0.6,1.1,FALSE
8,830,Eldegoss,Skyroot Grove,,any,any,grounded,Natural,light ≥8,common,1,20,46,,0.6,1.1,FALSE
8,830,Eldegoss,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,common,1,20,46,,0.6,1.1,FALSE
8,830,Eldegoss,Floral Meadow,,any,clear,grounded,,×0.25 night,common,1,20,46,,0.6,1.1,FALSE
8,831,Wooloo,Mountain,Volcanic,any,any,grounded,Natural,light ≥8; ×0.25 night,common,9,2,27,,0.9,1,FALSE
8,831,Wooloo,Plains,Volcanic,any,any,grounded,Natural,light ≥8; ×0.25 night,common,9,2,27,,0.9,1,FALSE
8,831,Wooloo,Skyroot Grove,,any,any,grounded,Natural,light ≥8,common,9,2,27,,0.9,1,FALSE
8,831,Wooloo,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,common,9,2,27,,0.9,1,FALSE
8,832,Dubwool,Mountain,Volcanic,any,any,grounded,Natural,light ≥8; ×0.25 night,common,1,24,49,,1,1.3,FALSE
8,832,Dubwool,Plains,Volcanic,any,any,grounded,Natural,light ≥8; ×0.25 night,common,1,24,49,,1,1.3,FALSE
8,832,Dubwool,Skyroot Grove,,any,any,grounded,Natural,light ≥8,common,1,24,49,,1,1.3,FALSE
8,832,Dubwool,Skyroot Meadow,,any,any,grounded,Natural,light ≥8,common,1,24,49,,1,1.3,FALSE
8,833,Chewtle,Arid,Freezing,any,any,fishing,,×0.6,common,9,3,28,TRUE,1,1,FALSE
8,833,Chewtle,Freshwater,Freezing,any,any,fishing,,×0.6,common,9,3,28,TRUE,1,1,FALSE
8,833,Chewtle,Hills,Freezing,any,any,fishing,,×0.6,common,9,3,28,TRUE,1,1,FALSE
8,833,Chewtle,Jungle,Freezing,any,any,fishing,,×0.6,common,9,3,28,TRUE,1,1,FALSE
8,833,Chewtle,Temperate,Freezing,any,any,fishing,,×0.6,common,9,3,28,TRUE,1,1,FALSE
8,833,Chewtle,Arid,Freezing,any,any,fishing,,light ≥8; ×0.6,common,9,3,28,FALSE,1,1,FALSE
8,833,Chewtle,Freshwater,Freezing,any,any,fishing,,light ≥8; ×0.6,common,9,3,28,FALSE,1,1,FALSE
8,833,Chewtle,Hills,Freezing,any,any,fishing,,light ≥8; ×0.6,common,9,3,28,FALSE,1,1,FALSE
8,833,Chewtle,Jungle,Freezing,any,any,fishing,,light ≥8; ×0.6,common,9,3,28,FALSE,1,1,FALSE
8,833,Chewtle,Temperate,Freezing,any,any,fishing,,light ≥8; ×0.6,common,9,3,28,FALSE,1,1,FALSE
8,833,Chewtle,Freshwater,Freezing,any,any,grounded,Natural,light ≥8,common,5.4,3,28,,1,1,FALSE
8,833,Chewtle,Freshwater,Freezing,any,any,seafloor,Water,,common,5.4,3,28,TRUE,1,1,FALSE
8,834,Drednaw,Arid,Freezing,any,any,fishing,,×0.6,common,1,22,49,TRUE,2,1.75,FALSE
8,834,Drednaw,Freshwater,Freezing,any,any,fishing,,×0.6,common,1,22,49,TRUE,2,1.75,FALSE
8,834,Drednaw,Hills,Freezing,any,any,fishing,,×0.6,common,1,22,49,TRUE,2,1.75,FALSE
8,834,Drednaw,Jungle,Freezing,any,any,fishing,,×0.6,common,1,22,49,TRUE,2,1.75,FALSE
8,834,Drednaw,Temperate,Freezing,any,any,fishing,,×0.6,common,1,22,49,TRUE,2,1.75,FALSE
8,834,Drednaw,Arid,Freezing,any,any,fishing,,light ≥8; ×0.6,common,1,22,49,FALSE,2,1.75,FALSE
8,834,Drednaw,Freshwater,Freezing,any,any,fishing,,light ≥8; ×0.6,common,1,22,49,FALSE,2,1.75,FALSE
8,834,Drednaw,Hills,Freezing,any,any,fishing,,light ≥8; ×0.6,common,1,22,49,FALSE,2,1.75,FALSE
8,834,Drednaw,Jungle,Freezing,any,any,fishing,,light ≥8; ×0.6,common,1,22,49,FALSE,2,1.75,FALSE
8,834,Drednaw,Temperate,Freezing,any,any,fishing,,light ≥8; ×0.6,common,1,22,49,FALSE,2,1.75,FALSE
8,834,Drednaw,Freshwater,Freezing,any,any,grounded,Natural,light ≥8,common,0.6,22,49,,2,1.75,FALSE
8,834,Drednaw,Freshwater,Freezing,any,any,seafloor,Water,,common,0.6,22,49,TRUE,2,1.75,FALSE
8,835,Yamper,Overworld,Freezing,any,any,grounded,Natural,light ≥8; ×5 thunder,common,5.4,2,27,,0.7,0.9,FALSE
8,835,Yamper,Overworld,Freezing,any,any,grounded,Natural,light ≥8; at: Village; ×5 thunder,common,5.4,2,27,,0.7,0.9,FALSE
8,836,Boltund,Overworld,Freezing,any,any,grounded,"Natural, Urban",light ≥8; ×5 thunder,common,0.6,25,49,,0.7,1.65,FALSE
8,836,Boltund,Overworld,Freezing,any,any,grounded,Natural,light ≥8; at: Village; ×5 thunder,common,0.6,25,49,,0.7,1.65,FALSE
8,837,Rolycoly,Cave,,any,any,grounded,"Natural, Wild",near Coal Ore,common,25,6,17,,0.75,0.8,FALSE
8,837,Rolycoly,Mountain,,any,any,grounded,"Natural, Wild",near Coal Ore,common,25,6,17,,0.75,0.8,FALSE
8,837,Rolycoly,Cave,,any,any,grounded,"Natural, Wild",,uncommon,12,5,16,,0.75,0.8,FALSE
8,837,Rolycoly,Mountain,,any,any,grounded,"Natural, Wild",,uncommon,12,5,16,,0.75,0.8,FALSE
